,RMS ID,MSX Name,Source Type,Flux 8 (Jy),Flux 12 (Jy),Flux 14 (Jy),Flux 21 (Jy),J Mag.,H Mag.,K Mag.,VLSR (km/s),Distance (kpc),D type,FIR Lum.,Lum. Source,Freq. (GHz),Int. Flux,Random?
4239,1798,G336.7811+00.0548,Diffuse HII region ,0.882,1.841,2.17,7.55,,,,,,,,MSX,,,
4240,1796,G336.7827+00.0630,Rejected ,0.314,1.564,1.06,4.5,,,,,,,,MSX,,,
4241,1801,G336.7876+00.0574,Rejected ,0.623,1.012,2.02,5.32,,,,,,,,MSX,,,
4242,1788,G336.7923+00.1233,Rejected ,0.317,0.8140000000000001,1.04,6.65,,,,,,,,MSX,,,
4243,1808,G336.7975+00.0308,Rejected ,1.021,2.162,1.95,3.33,,,,,,,,MSX,,,
4244,1786,G336.7982+00.1323,HII region ,1.4769999999999999,1.7619999999999998,2.04,5.21,,,,-73.9,4.5,Kin,3199,MSX,,,
4245,1807,G336.7993+00.0381,Rejected ,0.887,1.6740000000000002,1.61,3.4,,,,,,,,MSX,,,
4246,1811,G336.8059+00.0116,Rejected ,0.191,1.188,1.2,5.94,,,,,,,,MSX,,,
4247,1844,G336.8308-00.3752,YSO ,0.159,0.738,2.74,8.87,15.5,14.4,13.0,-22.3,13.5,Kin,37628,MIPS/IGA,8.6,<0.4,
4248,1812,G336.8324+00.0301,HII region ,0.878,3.6039999999999996,5.9,7.58,,,,-75.1,10.9,Kin,40064,MIPS/IGA,4.8,<1.5,
4249,1822,G336.8359-00.0307,Rejected ,0.648,1.074,0.87,3.22,,,,,,,,MSX,,,
4250,1814,G336.8396+00.0170,Rejected ,0.701,1.1179999999999999,0.76,2.75,,,,,,,,MSX,,,
4251,1817,G336.8399+00.0001,Rejected ,0.111,1.921,1.99,7.68,,,,,,,,MSX,,,
4252,1815,G336.8418+00.0065,Rejected ,0.564,1.73,2.7,6.44,,,,,,,,MSX,,,
4253,1819,G336.8455-00.0096,HII region?,0.861,5.034,9.04,20.57,,,,,10.9,,84645,MSX,,,
4255,1818,G336.8654+00.0182,HII region?,0.857,1.726,1.1,3.42,,,,-76.4,10.9,Kin,50935,MSX,8.6,<2.8,
4256,1821,G336.8666-00.0004,Diffuse HII region ,1.4380000000000002,8.032,13.0,31.88,,,,,,,,MSX,,,
4257,1823,G336.8683-00.0053,Rejected ,1.548,5.35,9.55,20.93,,,,,,,,MSX,,,
4258,1826,G336.8684-00.0334,Rejected ,0.228,1.368,1.05,4.47,,,,,,,,MSX,,,
4261,1816,G336.8877+00.0483,HII region ,5.626,14.072000000000001,19.98,61.7,,,,-121.2,7.7,Kin,37674,MIPS/IGA,8.6,<1.5,
4263,1813,G336.8896+00.0636,HII region?,0.604,1.693,2.94,10.86,,,,-121.0,7.7,Kin,7074,MIPS/IGA,8.6,<1.7,
4264,1830,G336.9009-00.0345,HII region ,1.1159999999999999,1.163,1.23,5.09,,,,-121.4,7.7,Kin,25340,MSX,8.6,83,
4267,1837,G336.9136-00.1607,Rejected?,0.212,0.909,2.29,5.4,,,,,,,,MSX,,,
4268,1820,G336.9254+00.0559,Diffuse HII region ,0.37200000000000005,2.532,5.01,16.03,,,,,,,,MSX,,,
4269,1824,G336.9304+00.0502,Rejected ,1.074,1.962,1.13,3.85,,,,,,,,MSX,,,
4270,1838,G336.9307-00.1628,Rejected ,0.106,0.72,1.9,5.55,,,,,,,,MSX,,,
4272,1841,G336.9842-00.1835,HII region ,6.787000000000001,22.746,41.37,56.59,17.2,14.0,10.3,-75.1,4.5,Kin,24068,MIPS/IGA,4.8,18,
4273,1831,G336.9869-00.0050,HII region ,0.9420000000000001,1.237,1.43,5.17,,,,-122.2,7.7,Kin,9568,MIPS/IGA,4.8,13.2,
4274,1832,G336.9920-00.0244,HII region ,1.318,3.075,3.9,17.53,,,,-120.9,7.7,Kin,131951,MIPS/IGA,4.8,129.1,
4275,1833,G337.0028-00.0303,Diffuse HII region ,1.329,2.11,2.04,4.1,,,,,,,,MSX,,,
4276,1787,G337.0047+00.3226,HII region ,2.419,4.006,4.28,19.23,,,,-62.8,11.4,Kin,57299,MIPS/IGA,8.6,242.8,
4277,2022,G337.0288-01.7952,OH/IR star ,3.332,4.921,5.16,6.62,14.2,10.7,8.1,-53.3,3.6,Kin,2980,MSX,4.8,<0.7,
4280,1834,G337.0470-00.0011,HII region ,1.6119999999999999,2.1590000000000003,1.87,6.03,,,,-118.9,7.7,Kin,6727,MIPS/IGA,4.8,<1.1,
4281,1973,G337.0642-01.1723,PN?,0.794,2.076,3.46,9.5,14.4,13.6,12.4,-39.9,3,Kin,2875,MSX,4.8,15.1,
4282,1847,G337.0780-00.1867,Evolved star ,3.534,5.443,6.77,6.98,11.5,8.9,7.3,,,,,MSX,,,
4283,1839,G337.0924-00.0597,HII region ,0.594,1.4380000000000002,2.23,7.08,,,,,,,,MSX,8.6,<0.8,
4284,1895,G337.0963-00.9291,YSO ,0.293,0.615,1.39,7.37,12.9,12.5,11.8,-42.9,3.1,Kin,3507,MIPS/IGA,4.8,<1.3,
4285,1905,G337.0983-00.9654,Rejected ,0.306,0.9520000000000001,1.26,4.87,,,,,,,,MSX,,,
4286,1848,G337.1218-00.1748,Diffuse HII region ,9.532,31.098000000000003,77.91,165.2,,,,-75.1,11,Kin,630038,MIPS/IGA,8.6,<4.0,
4287,1849,G337.1234-00.1780,Rejected ,3.55,28.746,17.78,30.28,,,,-75.1,11,Kin,125630,MSX,,,
4288,1859,G337.1555-00.3951,YSO ,1.653,1.005,2.69,4.77,18.0,16.4,12.1,-41.7,3.1,Kin,3168,MIPS/IGA,8.6,<1.5,
4289,1842,G337.1729-00.0597,Diffuse HII region ,1.675,1.3719999999999999,4.72,14.86,,,,,,,,MSX,,,
4290,1845,G337.1874-00.0589,HII region?,2.019,1.074,2.68,7.6,,,,-67.9,4.2,Kin,3853,MIPS/IGA,8.6,<0.9,
4291,1850,G337.1905-00.1194,Young/old star ,0.461,0.721,1.97,3.02,,,,,,,,MSX,,,
4294,1855,G337.2802-00.1596,Rejected?,0.922,1.7619999999999998,2.21,3.78,,,,,,,,MSX,,,
4295,1852,G337.2845-00.1137,Diffuse HII region ,0.971,1.328,1.63,3.28,,,,,,,,MSX,,,
4296,1840,G337.2850+00.1124,Diffuse HII region ,0.22699999999999998,1.475,2.13,5.77,,,,,,,,MSX,,,
4304,1873,G337.4542-00.3686,Rejected ,0.322,0.9740000000000001,1.28,4.92,,,,,,,,MSX,,,
4305,1758,G337.4744+01.6193,PN ,2.782,8.111,9.32,33.4,11.9,11.2,10.2,,,,,MSX,,,
4308,1874,G337.5263-00.3058,Rejected ,0.182,0.953,2.23,7.36,,,,,,,,MSX,,,
4309,1872,G337.5312-00.2984,Rejected ,0.247,0.617,0.78,2.88,,,,,,,,MSX,,,
4310,1876,G337.5326-00.3081,Rejected ,0.371,1.5490000000000002,1.29,3.94,,,,,,,,MSX,,,
4313,1877,G337.5437-00.3019,Diffuse HII region ,0.095,0.447,0.51,3.16,,,,,,,,MSX,,,
4314,1862,G337.6175-00.0618,HII region ,1.8259999999999998,5.888999999999999,8.4,15.66,,,,-49.5,12.1,Kin,88013,MSX,,,
4316,1865,G337.6341-00.0775,HII region ,0.278,0.237,0.46,2.94,,,,-56.5,3.8,Kin,7197,MSX,8.6,31.3,
4317,1871,G337.6651-00.1750,HII region ,0.9740000000000001,1.744,2.37,7.6,,,,-53.1,11.9,Kin,43686,MIPS/IGA,4.8,670.8,
4319,1885,G337.6896-00.3463,Diffuse HII region ,0.095,1.371,3.11,13.49,,,,,,,,MSX,,,
4320,1886,G337.6957-00.3559,Rejected ,0.171,1.036,1.13,5.5,,,,,,,,MSX,,,
4326,1851,G337.7190+00.3501,OH/IR star ,6.296,8.272,13.3,13.35,,,,,,,,MSX,8.6,<0.8,
4327,1777,G337.7258+01.1578,Young/old star??,0.067,-0.5660000000000001,0.49,4.96,9.0,8.5,8.2,,,,,MSX,,,
4328,1939,G337.8442-00.3748,HII region ,40.317,89.62100000000001,128.2,225.18,14.3,10.9,7.8,-40.4,3,Kin,37270,MIPS/IGA,4.8,11.1,
4329,1981,G337.9141-00.4657,Diffuse HII region ,27.226999999999997,94.7,138.3,305.88,,,,,,,,MSX,,,
4330,1982,G337.9266-00.4588,HII region ,22.743000000000002,68.612,103.91,489.77,,,,-40.2,3,Kin,133565,MSX,8.6,452,
4333,1987,G337.9460-00.4618,Rejected ,0.059000000000000004,0.736,1.83,8.02,,,,,,,,MSX,,,
4334,1990,G337.9532-00.4610,Rejected ,0.177,1.004,1.24,5.11,,,,,,,,MSX,,,
4336,1997,G337.9559-00.4984,Rejected ,0.049,1.214,1.41,7.1,,,,,,,,MSX,,,
4337,1998,G337.9603-00.4960,Rejected ,0.195,1.548,1.53,6.44,,,,,,,,MSX,,,
4339,1994,G337.9704-00.4582,Rejected ,0.035,0.218,0.49,3.19,,,,,,,,MSX,,,
4340,1875,G337.9715+00.0908,YSO?,2.445,2.526,4.15,4.59,17.1,15.1,11.2,-39.6,3/12.57,,2983.0/52369.8,MIPS/IGA,4.8,<1.6,
4343,1806,G337.9896+01.1341,OH/IR star ,5.145,7.449,8.89,10.46,15.8,13.5,10.8,,,,,MSX,4.8,<1.0,
4344,1878,G337.9947+00.0770,HII region ,6.34,9.454,8.79,35.59,,,,-122.7,7.8,Kin,23791,MIPS/IGA,8.6,<1.4,
4345,1888,G337.9955-00.0963,YSO ,0.249,0.271,0.69,2.75,,,,,11.4,Kin,8388,MSX,,,
4348,1882,G338.0074+00.0177,HII region ,1.899,2.562,2.74,11.75,,,,-63.3,11.5,Kin,42906,MIPS/IGA,8.6,<3.5,
4349,1883,G338.0138+00.0213,Rejected ,0.384,0.973,1.81,6.13,,,,,,,,MSX,,,
4350,2048,G338.0305-01.8216,Evolved star??,1.435,2.062,2.58,2.91,14.0,12.5,10.0,-9.5,1.1,Kin,111,MSX,4.8,<0.6,
4351,1894,G338.0641-00.0690,Diffuse HII region ,1.506,3.323,3.64,8.7,,,,-38.8,2.96/12.62,,3233.0/58768.6,MIPS/IGA,4.8,<3.0,
4358,1962,G338.1193-00.2006,Rejected ,0.14,0.754,1.83,6.59,,,,,,,,MSX,,,
4359,1961,G338.1220-00.1965,Rejected ,0.38799999999999996,1.156,1.03,3.52,,,,,,,,MSX,,,
4360,1958,G338.1244-00.1934,Diffuse HII region?,0.10800000000000001,-0.777,1.45,3.65,,,,,,,,MSX,,,
4362,1960,G338.1272-00.1915,Rejected ,0.069,1.056,0.5,2.82,,,,,,,,MSX,,,
4363,1864,G338.2231+00.4606,OH/IR star ,11.075,14.682,12.8,21.35,8.9,6.8,5.4,,,,,MSX,,,
4364,2012,G338.2253-00.5094,YSO?,1.475,1.831,2.52,10.55,16.5,13.1,9.9,-20.8,13.7,Kin,30321,MIPS/IGA,4.8,<0.5,
4365,2108,G338.2379-03.3589,Evolved star ,0.175,1.2570000000000001,1.29,3.19,10.9,10.4,10.1,,,,,MSX,,,
4366,2004,G338.2642-00.3632,HII region ,0.33399999999999996,0.7509999999999999,0.89,3.81,,,,,,,,MSX,4.8,36.7,
4371,1945,G338.2811-00.0124,Rejected ,0.073,0.9159999999999999,2.38,5.74,,,,,,,,MSX,,,
4372,2005,G338.2900-00.3729,Diffuse HII region ,0.867,1.486,1.46,3.93,,,,-12.6,1.31/14.3,,1254.5/149482.2,MIPS/IGA,4.8,<1.1,
4373,1889,G338.3022+00.1691,Rejected ,0.068,0.386,0.82,3.04,,,,,,,,MSX,,,
4374,1890,G338.3083+00.1718,Rejected ,0.08800000000000001,0.321,0.69,3.1,,,,,,,,MSX,,,
4376,1891,G338.3165+00.1721,Rejected ,0.327,0.7879999999999999,0.43,3.01,,,,,,,,MSX,,,
4377,1887,G338.3214+00.1983,Rejected ,0.33399999999999996,1.7930000000000001,2.44,8.02,,,,,,,,MSX,,,
4378,1893,G338.3249+00.1733,Rejected ,0.73,1.026,1.16,4.6,,,,,,,,MSX,,,
4379,1899,G338.3253+00.1541,HII region ,1.228,1.73,1.31,6.45,,,,-31.4,13.1,Kin,43038,MIPS/IGA,8.6,<1.6,
4380,1892,G338.3307+00.1834,Rejected ,0.593,1.199,0.93,3.23,,,,,,,,MSX,,,
4381,1904,G338.3340+00.1315,HII region ,1.3330000000000002,2.685,3.35,20.05,,,,-35.1,12.8,Kin,477007,MIPS/IGA,4.8,235.7,
4383,1909,G338.3403+00.1283,Other ,0.662,4.664,11.48,52.3,13.9,10.2,8.1,,,,,MSX,,,
4384,1913,G338.3483+00.1321,HII region ,1.301,3.548,5.56,19.7,,,,-36.5,12.8,Kin,38249,MIPS/IGA,4.8,<12.2,
4386,1925,G338.3506+00.1219,Rejected ,0.324,2.541,6.18,14.93,,,,,,,,MSX,,,
4387,1918,G338.3532+00.1293,Rejected ,0.081,4.245,9.76,27.26,,,,-35.6,2.8/12.81,,7381.8/154504.7,MSX,8.6,<2.8,
4388,1903,G338.3546+00.1521,Diffuse HII region ,3.4339999999999997,6.699,6.72,20.81,,,,,,,,MSX,,,
4389,1907,G338.3557+00.1462,Rejected ,1.087,3.675,6.49,18.63,,,,,,,,MSX,,,
4391,1985,G338.3565-00.0953,Diffuse HII region ,0.262,0.5539999999999999,1.18,5.04,,,,,,,,MSX,,,
4392,1970,G338.3581-00.0252,Rejected ,0.905,1.284,1.1,3.11,,,,,,,,MSX,,,
4393,1944,G338.3583+00.0570,Rejected ,0.032,0.44299999999999995,0.42,3.08,,,,,,,,MSX,,,
4396,1988,G338.3615-00.0957,Rejected ,0.22,0.758,1.32,3.87,,,,,,,,MSX,,,
4397,1906,G338.3638+00.1557,Rejected ,0.27399999999999997,2.418,4.95,17.94,,,,,,,,MSX,,,
4398,1971,G338.3652-00.0191,Diffuse HII region ,0.518,1.989,3.93,7.98,,,,,,,,MSX,,,
4399,1991,G338.3667-00.0971,Diffuse HII region ,0.379,0.968,0.57,2.8,,,,,,,,MSX,,,
4400,1974,G338.3676-00.0225,Rejected ,0.45399999999999996,2.713,3.59,7.2,,,,,,,,MSX,,,
4401,1975,G338.3684-00.0263,Rejected ,1.015,1.867,1.59,3.97,,,,,,,,MSX,,,
4402,1957,G338.3688+00.0283,Rejected ,0.204,0.6729999999999999,0.51,3.37,,,,,,,,MSX,,,
4403,1901,G338.3697+00.1750,Other ,1.2209999999999999,2.662,3.77,8.92,7.8,6.0,5.1,,,,,MSX,,,
4404,1902,G338.3737+00.1690,Rejected ,0.644,4.963,8.06,20.13,,,,,,,,MSX,,,
4405,1999,G338.3739-00.1519,HII region ,1.034,1.9769999999999999,2.81,6.9,,,,4.4,15.9,Kin,42731,MIPS/IGA,8.6,<1.7,
4406,1941,G338.3767+00.0902,Evolved star ,7.236000000000001,19.430999999999997,20.85,24.47,11.0,7.5,5.7,,,,,MSX,,,
4407,1912,G338.3829+00.1632,HII region ,3.154,9.48,11.86,42.56,,,,-35.7,12.8,Kin,74830,MIPS/IGA,8.6,<5.2,
4408,1858,G338.3873+00.7249,OH/IR star ,1.2990000000000002,2.121,2.74,3.59,14.7,13.9,11.5,,,,,MSX,4.8,<1.2,
4409,1963,G338.3895+00.0381,Rejected ,0.062,0.43700000000000006,0.66,4.6,,,,,,,,MSX,,,
4410,1948,G338.3899+00.0637,Rejected ,0.7070000000000001,0.7709999999999999,1.51,5.16,,,,,,,,MSX,,,
4411,1921,G338.3922+00.1615,Rejected ,0.5670000000000001,2.583,4.85,20.56,,,,,,,,MSX,,,
4412,1955,G338.3924+00.0544,Rejected ,0.21600000000000003,0.452,1.32,4.53,,,,,,,,MSX,,,
4413,1923,G338.3969+00.1638,Rejected ,0.188,2.748,5.27,15.46,,,,,,,,MSX,,,
4414,1947,G338.3978+00.0721,Rejected ,0.8540000000000001,1.821,1.24,3.42,,,,,,,,MSX,,,
4415,1965,G338.3982+00.0380,Rejected ,0.335,0.8420000000000001,1.41,6.13,,,,,,,,MSX,,,
4416,2013,G338.3996-00.4074,HII region ,2.055,2.555,2.56,21.67,13.6,12.2,11.1,-38.3,12.7,Kin,74485,MIPS/IGA,4.8,<0.8,
4417,1915,G338.4000+00.1741,Rejected ,1.3230000000000002,3.801,2.7,11.31,,,,,,,,MSX,,,
4418,1924,G338.4027+00.1684,Rejected ,0.682,3.0269999999999997,3.34,7.87,,,,,,,,MSX,,,
4419,1967,G338.4033+00.0338,Diffuse HII region ,1.446,3.193,3.28,7.88,,,,-40.3,12.6,Kin,42936,MSX,8.6,<7.9,
4420,1952,G338.4041+00.0683,Rejected ,0.23800000000000002,1.3019999999999998,2.28,7.37,,,,,,,,MSX,,,
4421,1774,G338.4041+01.8238,Evolved star ,0.927,3.615,5.9,11.39,14.4,13.5,13.0,,,,,MSX,,,
4422,2003,G338.4050-00.2033,HII region ,2.4019999999999997,10.131,21.5,49.09,,,,4.0,15.8,Kin,225279,MSX,8.6,53,
4423,1976,G338.4063+00.0009,HII region?,0.774,2.7289999999999996,2.59,8.82,,,,-40.9,12.5,Kin,22220,MSX,,,
4424,1950,G338.4064+00.0733,Evolved star ,1.097,1.4340000000000002,1.4,3.26,6.9,5.4,4.8,,,,,MSX,,,
4425,1926,G338.4070+00.1719,Rejected ,0.36,2.022,1.82,7.19,,,,,,,,MSX,,,
4426,1914,G338.4090+00.1837,HII region ,2.289,3.5060000000000002,2.14,9.16,,,,-32.1,13,Kin,42494,MIPS/IGA,8.6,<1.0,
4427,1964,G338.4105+00.0517,Rejected ,0.6459999999999999,0.996,1.25,2.9,,,,,,,,MSX,,,
4429,1919,G338.4118+00.1794,Rejected ,1.295,2.975,2.15,8.57,,,,,,,,MSX,,,
4430,1956,G338.4154+00.0728,Rejected ,0.14800000000000002,1.0979999999999999,1.57,5.76,,,,,,,,MSX,,,
4431,1932,G338.4155+00.1702,Rejected ,0.37799999999999995,1.2309999999999999,1.67,7.39,,,,,,,,MSX,,,
4432,1928,G338.4165+00.1776,Rejected ,0.479,1.248,1.46,5.43,,,,,,,,MSX,,,
4433,1966,G338.4175+00.0545,Rejected ,0.308,0.706,1.43,4.32,,,,,,,,MSX,,,
4434,1916,G338.4182+00.1897,Rejected ,0.573,1.335,1.28,3.7,,,,,,,,MSX,,,
4435,1922,G338.4192+00.1842,Diffuse HII region ,0.5,1.777,1.27,4.37,,,,,,,,MSX,,,
4436,1930,G338.4226+00.1807,Rejected ,0.475,1.733,1.38,5.29,,,,,,,,MSX,,,
4437,1917,G338.4226+00.1935,Rejected ,0.8270000000000001,2.485,2.06,8.61,,,,,,,,MSX,,,
4438,1969,G338.4252+00.0450,Rejected ,0.534,0.7070000000000001,0.53,3.81,,,,,,,,MSX,,,
4443,1920,G338.4302+00.1953,Rejected ,0.466,1.392,0.93,5.19,,,,,,,,MSX,,,
4444,1979,G338.4316+00.0137,HII region ,2.51,6.316,9.77,22.91,,,,,,,,MSX,,,
4445,1959,G338.4316+00.0779,Rejected ,0.156,1.109,1.11,4.47,,,,,,,,MSX,,,
4446,1954,G338.4328+00.0905,Rejected ,0.696,1.212,1.76,8.26,,,,,,,,MSX,,,
4447,1968,G338.4357+00.0591,HII region ,3.818,8.967,13.99,47.06,,,,-33.5,12.9,Kin,458747,MSX,4.8,685.5,
4448,1951,G338.4367+00.0997,Rejected ,0.449,1.4509999999999998,1.88,7.84,,,,,,,,MSX,,,
4449,1933,G338.4387+00.1907,YSO ,0.152,1.036,0.77,3.5,,,,-36.5,12.8,Kin,5978,MIPS/IGA,8.6,<4.5,
4450,1949,G338.4407+00.1079,Diffuse HII region ,0.41,1.146,1.06,2.93,,,,,,,,MSX,,,
4451,1978,G338.4450+00.0286,Rejected ,0.48700000000000004,1.008,1.46,2.71,,,,,,,,MSX,,,
4454,2010,G338.4532-00.2672,Rejected ,0.094,0.637,1.36,5.79,,,,,,,,MSX,,,
4455,2009,G338.4565-00.2629,Rejected ,0.444,0.8320000000000001,0.86,2.76,,,,,,,,MSX,,,
4456,2007,G338.4605-00.2584,HII region ,1.273,1.541,1.58,7.43,,,,-53.4,11.9,Kin,66720,MIPS/IGA,8.6,<4.7,
4457,1896,G338.4712+00.2871,YSO ,0.581,0.63,0.77,3.65,,,,-30.6,13.1,Kin,174181,MIPS/IGA,4.8,<1.4,
4458,1983,G338.4715+00.0178,Rejected ,0.46299999999999997,1.7380000000000002,1.08,4.12,,,,,,,,MSX,,,
4459,1972,G338.4760+00.0742,Rejected ,0.342,0.758,1.54,5.47,,,,,,,,MSX,,,
4462,1984,G338.4796+00.0182,Rejected ,0.087,2.146,3.8,10.6,,,,,,,,MSX,,,
4464,1989,G338.4940+00.0176,Rejected ,0.251,0.706,1.37,5.62,,,,,,,,MSX,,,
4465,1977,G338.4951+00.0743,Rejected ,0.258,2.235,4.62,12.33,,,,,,,,MSX,,,
4466,2094,G338.5069-02.9163,OH/IR star ,0.149,-0.5379999999999999,1.69,8.06,,,,,,,,MSX,,,
4467,1828,G338.5145+01.4583,Evolved star ,1.798,2.289,2.22,4.1,15.6,12.4,10.0,,,,,MSX,4.8,<0.4,
4468,1767,G338.5459+02.1175,YSO ,6.982,9.953,13.15,15.92,10.2,8.6,7.2,-3.1,0.5,Kin,53,MIPS/IGA,4.8,<0.5,
4471,1773,G338.5821+02.0080,YSO ,0.657,0.885,1.66,3.07,17.5,15.1,12.3,-4.2,0.6,Kin,61,MIPS/IGA,4.8,<0.4,
4472,2001,G338.5907+00.0109,Rejected ,0.5489999999999999,1.581,1.15,3.84,,,,,,,,MSX,,,
4473,2000,G338.5907+00.0198,Diffuse HII region?,0.932,2.8,2.47,8.31,,,,,,,,MSX,,,
4474,1986,G338.6281+00.1399,Diffuse HII region?,0.185,1.585,1.06,3.56,,,,,,,,MSX,,,
4475,1843,G338.6600+01.2902,Evolved star ,1.104,3.727,6.76,15.64,11.3,10.5,10.0,,,,,MSX,,,
4476,2011,G338.6811-00.0844,HII region ,1.3219999999999998,2.475,3.6,12.02,,,,-18.2,13.9,Kin,83887,MIPS/IGA,4.8,69.1,
4477,1879,G338.6813+00.6316,Rejected ,0.14,0.7559999999999999,1.32,4.76,,,,,,,,MSX,,,
4478,1881,G338.7023+00.6435,Diffuse HII region ,0.115,1.074,1.88,8.36,,,,,,,,MSX,,,
4479,1880,G338.7051+00.6494,Rejected ,0.187,0.945,1.62,5.09,,,,,,,,MSX,,,
4481,1766,G338.7731+02.4656,Evolved star ,0.561,1.556,3.41,13.1,10.9,10.4,10.0,,,,,MSX,,,
4482,2024,G338.8383-00.3255,Rejected ,0.139,0.653,1.5,4.55,,,,,,,,MSX,,,
4483,2116,G338.8637-03.0918,OH/IR star ,1.4709999999999999,2.6180000000000003,2.76,3.53,,,,,,,,MSX,,,
4484,1942,G338.8806+00.5339,Diffuse HII region ,1.013,2.207,3.76,15.62,,,,-66.7,4.28/11.39,,7217.5/51114.5,MIPS/IGA,4.8,<1.6,
4485,1908,G338.8834+00.6105,HII region ,0.48700000000000004,2.6830000000000003,5.48,11.91,12.0,11.1,10.7,-60.3,4,Kin,6648,MSX,,,
4486,1927,G338.8872+00.5963,YSO?,0.113,-0.602,1.16,8.0,,,,-60.3,4,Kin,4164,MSX,,,
4488,1935,G338.8948+00.5863,Rejected ,0.266,-0.951,1.18,5.36,,,,,,,,MSX,,,
4489,1931,G338.9041+00.6070,Rejected ,0.542,1.383,1.23,3.35,,,,,,,,MSX,,,
4490,1934,G338.9060+00.5971,Rejected ,0.159,1.234,0.95,3.16,,,,,,,,MSX,,,
4493,1940,G338.9111+00.5695,Rejected ,1.018,2.169,0.94,3.25,,,,,,,,MSX,,,
4494,1937,G338.9124+00.5729,Rejected ,0.767,1.1159999999999999,0.82,4.53,,,,,,,,MSX,,,
4495,1910,G338.9127+00.6351,Rejected ,0.48700000000000004,1.177,0.85,3.15,,,,,,,,MSX,,,
4496,1938,G338.9167+00.5767,Rejected ,0.444,1.208,1.9,4.23,,,,,,,,MSX,,,
4497,1992,G338.9173+00.3824,HII region ,0.675,1.29,1.91,8.01,,,,-24.7,2.2,Kin,6516,MIPS/IGA,8.6,81,
4498,1946,G338.9196+00.5495,YSO ,0.8809999999999999,8.259,20.13,66.76,15.6,12.6,9.6,-64.1,4.2,Kin,32030,MIPS/IGA,8.6,<1.3,
4499,1929,G338.9217+00.6233,HII region ,8.559,17.692,21.64,84.87,13.2,12.1,10.6,-62.1,4.1,Kin,27601,MIPS/IGA,4.8,144,
4502,1943,G338.9237+00.5618,HII region ,4.7780000000000005,5.1080000000000005,4.64,29.87,,,,-63.6,4.2,Kin,37579,MIPS/IGA,4.8,<0.7,
4503,2018,G338.9272-00.0726,Rejected ,0.9109999999999999,2.285,1.97,5.05,,,,,,,,MSX,,,
4507,2017,G338.9341-00.0623,YSO ,3.884,9.602,10.44,31.13,14.2,12.2,9.5,-43.9,3.3,Kin,1755,MIPS/IGA,8.6,<1.7,
4508,1936,G338.9342+00.6175,Rejected ,0.47200000000000003,2.019,2.71,9.8,,,,,,,,MSX,,,
4511,1996,G339.0106+00.4357,Diffuse HII region ,2.7060000000000004,3.1260000000000003,2.6,7.15,,,,,,,,MSX,,,
4512,2014,G339.0596+00.1224,Evolved star ,2.017,3.42,3.77,4.05,16.3,14.4,11.9,,,,,MSX,,,
4513,2015,G339.1052+00.1490,HII region ,4.4719999999999995,11.514000000000001,13.35,47.73,,,,-78.2,4.7,Kin,12901,MIPS/IGA,4.8,42.9,
4516,2021,G339.1797+00.0959,Diffuse HII region ,0.9640000000000001,1.367,1.73,6.9,,,,,,,,MSX,,,
4517,2023,G339.2098+00.0857,Diffuse HII region ,1.5190000000000001,1.881,1.52,3.65,,,,-73.7,4.56/11.14,,3805.2/22710.2,MIPS/IGA,4.8,<0.4,
4518,2026,G339.2408+00.0079,HII region ,1.482,2.255,1.52,3.26,,,,-105.9,5.7,Kin,1827,MSX,,,
4520,2025,G339.3316+00.0964,YSO ,0.778,0.858,1.0,4.62,12.4,11.2,11.6,-32.0,13.1,Kin,17236,MIPS/IGA,4.8,<0.3,
4521,2042,G339.3940-00.4084,YSO?,0.6940000000000001,1.726,2.48,4.15,16.2,12.8,10.1,-38.3,3,Kin,897,MIPS/IGA,4.8,<0.5,
4522,2027,G339.4744+00.1808,Diffuse HII region ,0.385,1.358,1.72,5.48,,,,,,,,MSX,,,
4523,2028,G339.4889+00.0908,Diffuse HII region ,2.312,6.398,6.93,21.6,,,,,,,,MSX,,,
4524,2008,G339.5090+00.6584,HII region ,0.39399999999999996,0.728,1.04,4.9,11.8,11.1,10.7,-67.9,11.4,Kin,21917,MSX,,,
4525,2044,G339.5472-00.3875,Rejected ,4.587,22.49,31.53,75.78,,,,,,,,MSX,,,
4526,2046,G339.5578-00.4171,Diffuse HII region ,3.674,10.017999999999999,13.33,29.6,,,,-54.5,4,Kin,16358,MSX,8.6,<3.3,
4527,2038,G339.5664-00.0866,HII region ,0.514,1.124,1.07,3.67,,,,,,,,MSX,,,
4528,2029,G339.5809+00.0845,HII region ,6.0089999999999995,15.715,18.91,46.03,,,,-109.8,9.9,Kin,157084,MSX,,,
4529,2040,G339.5836-00.1265,YSO ,0.198,-0.5489999999999999,0.9,3.45,13.8,10.8,9.1,-33.5,2.8,Kin,1773,MIPS/IGA,4.8,<0.7,
4530,2041,G339.6221-00.1209,YSO ,5.6160000000000005,7.36,14.54,38.59,15.5,12.6,10.1,-34.2,2.8,Kin,19171,MIPS/IGA,8.6,<0.4,
4531,2070,G339.6816-01.2058,YSO ,2.246,2.516,3.46,10.58,13.1,10.4,8.5,-28.0,2.4,Kin,6469,MSX,4.8,<0.4,
4532,2071,G339.7178-01.2089,Diffuse HII region?,7.92,14.380999999999998,15.8,46.11,,,,,,,,MSX,,,
